,uuid,A1_Metadata,A2_Metadata,A3_Metadata,description,question,old_value
238,f8547bad-d18e-4b4041-b2b3bc-6104ac3985ed,a1_2,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked first",D1c_PriorityNeeds , D1a_PriorityNeeds
239,e3061a8c-d70e-4f4248-868a8f-c3a1e785f4bd,a1_5,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked first",D1c_PriorityNeeds , D1a_PriorityNeeds
240,6804f21c-e24a-4d4e47-9c9e95-bc0753821f9a,a1_1,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked first",D1c_PriorityNeeds , D1a_PriorityNeeds
241,28c34bf9-06d8-47414a-989597-0af47db32816,a1_4,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked first",D1c_PriorityNeeds , D1a_PriorityNeeds
242,3c17dbf4-1a2e-4f4e4d-b8bcbe-b06d52e739c4,a1_3,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked first",D1c_PriorityNeeds , D1a_PriorityNeeds
243,1cf67d8e-d1e8-424c4a-9b9c98-6acf7290ed34,a1_4,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked first",D1c_PriorityNeeds , D1a_PriorityNeeds
244,7e5140c8-dba5-4d4644-8d828e-d25bf6ea1c09,a1_3,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked first",D1c_PriorityNeeds , D1a_PriorityNeeds
245,7951e432-987e-4e494f-9e9098-b0ecf2573896,a1_2,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked first",D1c_PriorityNeeds , D1a_PriorityNeeds
246,64bd1a29-ea0b-4e4c48-93979f-2ad531cb9086,a1_1,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked first",D1c_PriorityNeeds , D1a_PriorityNeeds
247,70ecf21b-287a-4e4b47-969e99-1b745e9cd83a,a1_1,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked first",D1c_PriorityNeeds , D1a_PriorityNeeds
248,724ed906-0fde-414344-8e888f-a7682ecd4501,a1_1,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked first",D1c_PriorityNeeds , D1a_PriorityNeeds
249,bc09e32d-7f63-4b4a4d-aba8ac-f982713ec4da,a1_5,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked first",D1c_PriorityNeeds , D1a_PriorityNeeds
250,741c06b5-3f59-434c44-959d91-0d7c9184256a,a1_4,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F3_WASH , f3_1
251,741c06b5-3f59-434c44-959d91-0d7c9184256a,a1_4,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F6_WASH , f6_4
252,961e4abd-4ce9-434d49-beb1b3-2fd71c530ab9,a1_5,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F3_WASH , f3_1
253,961e4abd-4ce9-434d49-beb1b3-2fd71c530ab9,a1_5,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F6_WASH , f6_4
254,41c275bf-1362-4e4b45-a8aaa0-f40591b2d673,a1_5,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F3_WASH , f3_1
255,41c275bf-1362-4e4b45-a8aaa0-f40591b2d673,a1_5,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F6_WASH , f6_4
256,c8a1b3e6-1b54-44464a-aeada1-eda574f36928,a1_5,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F3_WASH , f3_1
257,c8a1b3e6-1b54-44464a-aeada1-eda574f36928,a1_5,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F6_WASH , f6_4
258,45cb821f-c86f-484c4a-868c89-18b34f62c705,a1_3,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F3_WASH , f3_1
259,45cb821f-c86f-484c4a-868c89-18b34f62c705,a1_3,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F6_WASH , f6_4
260,fbe796a2-0d4f-414a4f-aaaea4-59afe760b8c2,a1_1,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F3_WASH , f3_1
261,fbe796a2-0d4f-414a4f-aaaea4-59afe760b8c2,a1_1,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F6_WASH , f6_4
262,b9adc234-5d16-43474a-929e93-30cf951e7a8d,a1_2,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F3_WASH , f3_1
263,b9adc234-5d16-43474a-929e93-30cf951e7a8d,a1_2,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F6_WASH , f6_4
264,b0c843df-a46c-4c4441-8f8983-8f165b3e7c09,a1_3,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F3_WASH , f3_1
265,b0c843df-a46c-4c4441-8f8983-8f165b3e7c09,a1_3,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F6_WASH , f6_4
266,fae89730-92a8-44424b-beb4b0-c31698754ebd,a1_3,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F3_WASH , f3_1
267,fae89730-92a8-44424b-beb4b0-c31698754ebd,a1_3,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F6_WASH , f6_4
268,d8ae734c-e8fa-4f424a-8d828c-483c620fed59,a1_5,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F3_WASH , f3_1
269,d8ae734c-e8fa-4f424a-8d828c-483c620fed59,a1_5,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F6_WASH , f6_4
270,8b60f5c3-2c6e-424d47-9b9798-d27fe9406ab1,a1_2,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F3_WASH , f3_1
271,8b60f5c3-2c6e-424d47-9b9798-d27fe9406ab1,a1_2,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F6_WASH , f6_4
272,73c4d521-30d7-464741-aca4af-617a2c4bf95d,a1_2,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F3_WASH , f3_1
273,73c4d521-30d7-464741-aca4af-617a2c4bf95d,a1_2,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F6_WASH , f6_4
274,6054dc27-e03a-4c4845-909a97-8ca71d293450,a1_5,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F3_WASH , f3_1
275,6054dc27-e03a-4c4845-909a97-8ca71d293450,a1_5,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F6_WASH , f6_4
276,ed2fb849-db92-4a4948-838587-a958347dbe1f,a1_2,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F3_WASH , f3_1
277,ed2fb849-db92-4a4948-838587-a958347dbe1f,a1_2,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F6_WASH , f6_4
278,9e78430f-7ae6-464a4f-989c9d-518fe4963c2d,a1_1,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F3_WASH , f3_1
279,9e78430f-7ae6-464a4f-989c9d-518fe4963c2d,a1_1,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F6_WASH , f6_4
280,03bd8e56-ab14-414d48-8f8683-28e5bc3970df,a1_1,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F3_WASH , f3_1
281,03bd8e56-ab14-414d48-8f8683-28e5bc3970df,a1_1,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F6_WASH , f6_4
282,9b64025d-4e5f-41454f-a7a9a8-68bf210cd975,a1_5,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F3_WASH , f3_1
283,9b64025d-4e5f-41454f-a7a9a8-68bf210cd975,a1_5,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F6_WASH , f6_4
284,93b458d0-684a-4f484e-a6afaa-f91ea607825b,a1_2,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F3_WASH , f3_1
285,93b458d0-684a-4f484e-a6afaa-f91ea607825b,a1_2,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F6_WASH , f6_4
286,78a3dfe2-2ec6-444347-b3beb6-74b653c02e8f,a1_2,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F3_WASH , f3_1
287,78a3dfe2-2ec6-444347-b3beb6-74b653c02e8f,a1_2,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F6_WASH , f6_4
288,28da6e59-e6c0-4f4b42-a8acab-32e140c5fda6,a1_3,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F3_WASH , f3_1
289,28da6e59-e6c0-4f4b42-a8acab-32e140c5fda6,a1_3,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F6_WASH , f6_4
290,c894d75e-5741-46434d-969f93-d376ea902841,a1_4,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F3_WASH , f3_1
291,c894d75e-5741-46434d-969f93-d376ea902841,a1_4,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F6_WASH , f6_4
292,ac183d69-37ad-424745-9a989d-a427e3bc0591,a1_1,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F3_WASH , f3_1
293,ac183d69-37ad-424745-9a989d-a427e3bc0591,a1_1,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F6_WASH , f6_4
294,bc1a2e09-1c48-41424e-b2b9b8-937afd548c16,a1_5,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F3_WASH , f3_1
295,bc1a2e09-1c48-41424e-b2b9b8-937afd548c16,a1_5,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F6_WASH , f6_4
296,5f78092c-f0d5-44494b-888b8d-30ec2f51b679,a1_5,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F3_WASH , f3_1
297,5f78092c-f0d5-44494b-888b8d-30ec2f51b679,a1_5,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F6_WASH , f6_4
298,9e80b7a2-3169-494e47-a3a4ac-f78425ad3bc9,a1_1,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F3_WASH , f3_1
299,9e80b7a2-3169-494e47-a3a4ac-f78425ad3bc9,a1_1,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F6_WASH , f6_4
300,3b71f256-37de-434b4d-8b8e86-e79302f1adb5,a1_5,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F3_WASH , f3_1
301,3b71f256-37de-434b4d-8b8e86-e79302f1adb5,a1_5,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F6_WASH , f6_4
302,78326ef0-7d2e-434b45-bbbdb6-4197eb8d3a60,a1_4,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F3_WASH , f3_1
303,78326ef0-7d2e-434b45-bbbdb6-4197eb8d3a60,a1_4,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F6_WASH , f6_4
304,08a3f915-b045-464b40-a1a9a3-02ebc13794ad,a1_2,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F3_WASH , f3_1
305,08a3f915-b045-464b40-a1a9a3-02ebc13794ad,a1_2,governorate_pcode,district_pcode,Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water),F6_WASH , f6_4
306,cd8e2150-9a68-4a4740-898281-d64bea529f87,a1_1,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),B724_SectorEmployment , b71_emp_1
307,cd8e2150-9a68-4a4740-898281-d64bea529f87,a1_1,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),J10_Livelihood , j10_1
308,741c06b5-3f59-434c44-959d91-0d7c9184256a,a1_4,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),B724_SectorEmployment , b71_emp_1
309,741c06b5-3f59-434c44-959d91-0d7c9184256a,a1_4,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),J10_Livelihood , j10_1
310,ea51f4b6-3a24-484a4b-8b8785-92b6c304eda1,a1_3,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),B724_SectorEmployment , b71_emp_1
311,ea51f4b6-3a24-484a4b-8b8785-92b6c304eda1,a1_3,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),J10_Livelihood , j10_1
312,f806b53a-b26e-48444a-8d8e8a-709d216c48fe,a1_5,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),B724_SectorEmployment , b71_emp_1
313,f806b53a-b26e-48444a-8d8e8a-709d216c48fe,a1_5,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),J10_Livelihood , j10_1
314,5a620183-a4c5-4a4b42-969d9a-81439a2e56cd,a1_4,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),B724_SectorEmployment , b71_emp_1
315,5a620183-a4c5-4a4b42-969d9a-81439a2e56cd,a1_4,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),J10_Livelihood , j10_1
316,a84196d7-7593-4b4a43-a1a4a0-fbc5a67d0394,a1_2,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),B724_SectorEmployment , b71_emp_1
317,a84196d7-7593-4b4a43-a1a4a0-fbc5a67d0394,a1_2,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),J10_Livelihood , j10_1
318,d0614a92-d4e9-4c4a40-959f96-615db48c32e0,a1_3,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),B724_SectorEmployment , b71_emp_1
319,d0614a92-d4e9-4c4a40-959f96-615db48c32e0,a1_3,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),J10_Livelihood , j10_1
320,bc6edf23-c341-4a4746-aea8a5-14756defa9b2,a1_5,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),B724_SectorEmployment , b71_emp_1
321,bc6edf23-c341-4a4746-aea8a5-14756defa9b2,a1_5,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),J10_Livelihood , j10_1
322,4b175efd-8ce5-434a48-858e86-a052e46c971f,a1_1,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),B724_SectorEmployment , b71_emp_1
323,4b175efd-8ce5-434a48-858e86-a052e46c971f,a1_1,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),J10_Livelihood , j10_1
324,598e4d7c-9ead-4f4544-a3a6a1-3e7095fdb641,a1_2,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),B724_SectorEmployment , b71_emp_1
325,598e4d7c-9ead-4f4544-a3a6a1-3e7095fdb641,a1_2,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),J10_Livelihood , j10_1
326,c2de058f-0482-414449-b4b6ba-4ed2f0a31c6b,a1_5,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),B724_SectorEmployment , b71_emp_1
327,c2de058f-0482-414449-b4b6ba-4ed2f0a31c6b,a1_5,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),J10_Livelihood , j10_1
328,7f109ab6-4fb2-434b4d-858384-40bce7a1d293,a1_4,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),B724_SectorEmployment , b71_emp_1
329,7f109ab6-4fb2-434b4d-858384-40bce7a1d293,a1_4,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),J10_Livelihood , j10_1
330,41df7328-39dc-44494c-8a8b88-0ed358b2af71,a1_4,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),B724_SectorEmployment , b71_emp_1
331,41df7328-39dc-44494c-8a8b88-0ed358b2af71,a1_4,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),J10_Livelihood , j10_1
332,6ec45adb-95c2-48434f-9d9692-f910ad4ec8b7,a1_5,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),B724_SectorEmployment , b71_emp_1
333,6ec45adb-95c2-48434f-9d9692-f910ad4ec8b7,a1_5,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),J10_Livelihood , j10_1
334,92d851bc-1ba5-4b4743-97929d-19364c07b8da,a1_4,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),B724_SectorEmployment , b71_emp_1
335,92d851bc-1ba5-4b4743-97929d-19364c07b8da,a1_4,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),J10_Livelihood , j10_1
336,5940a8fb-c46b-47424d-83848e-cbf7eda43985,a1_3,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),B724_SectorEmployment , b71_emp_1
337,5940a8fb-c46b-47424d-83848e-cbf7eda43985,a1_3,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),J10_Livelihood , j10_1
338,1a056db7-a3b6-434b4c-b9b5b3-391f08db7a24,a1_4,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),B724_SectorEmployment , b71_emp_1
339,1a056db7-a3b6-434b4c-b9b5b3-391f08db7a24,a1_4,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),J10_Livelihood , j10_1
340,bda68e3c-0615-414840-beb0b1-5342a6dfce1b,a1_5,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),B724_SectorEmployment , b71_emp_1
341,bda68e3c-0615-414840-beb0b1-5342a6dfce1b,a1_5,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),J10_Livelihood , j10_1
342,3f8d79c4-e63d-494b47-888783-a81be93f6c57,a1_4,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),B724_SectorEmployment , b71_emp_1
343,3f8d79c4-e63d-494b47-888783-a81be93f6c57,a1_4,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),J10_Livelihood , j10_1
344,7ba1539c-ba4c-454c42-9b9497-407f52396cba,a1_3,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),B724_SectorEmployment , b71_emp_1
345,7ba1539c-ba4c-454c42-9b9497-407f52396cba,a1_3,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),J10_Livelihood , j10_1
346,904e68fb-4cae-4f4740-969e95-e2081c53dab4,a1_3,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),B724_SectorEmployment , b71_emp_1
347,904e68fb-4cae-4f4740-969e95-e2081c53dab4,a1_3,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),J10_Livelihood , j10_1
348,8dea49c7-a9fc-424d40-949e90-4a09728bd15e,a1_1,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),B724_SectorEmployment , b71_emp_1
349,8dea49c7-a9fc-424d40-949e90-4a09728bd15e,a1_1,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),J10_Livelihood , j10_1
350,817a4dce-0f6a-424743-aeaba2-16a594bd7f23,a1_2,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),B724_SectorEmployment , b71_emp_1
351,817a4dce-0f6a-424743-aeaba2-16a594bd7f23,a1_2,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),J10_Livelihood , j10_1
352,8ced2976-df7c-4c4749-a6adab-3dc4f6a19e57,a1_3,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),B724_SectorEmployment , b71_emp_1
353,8ced2976-df7c-4c4749-a6adab-3dc4f6a19e57,a1_3,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),J10_Livelihood , j10_1
354,3d746905-e0c4-474e40-adafa8-b0c9e36a1287,a1_2,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),B724_SectorEmployment , b71_emp_1
355,3d746905-e0c4-474e40-adafa8-b0c9e36a1287,a1_2,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),J10_Livelihood , j10_1
356,73260deb-5d0a-4f4241-bab3b6-a2d63c40bef5,a1_4,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),B724_SectorEmployment , b71_emp_1
357,73260deb-5d0a-4f4241-bab3b6-a2d63c40bef5,a1_4,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),J10_Livelihood , j10_1
358,086d51be-615c-454a41-8b8587-c37d950af28e,a1_1,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),B724_SectorEmployment , b71_emp_1
359,086d51be-615c-454a41-8b8587-c37d950af28e,a1_1,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),J10_Livelihood , j10_1
360,f763a2b0-1a65-4d404c-99989e-ca857360d192,a1_1,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),B724_SectorEmployment , b71_emp_1
361,f763a2b0-1a65-4d404c-99989e-ca857360d192,a1_1,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),J10_Livelihood , j10_1
362,743b0dfe-1abc-494f46-afa9aa-8345a071bf9e,a1_2,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),B724_SectorEmployment , b71_emp_1
363,743b0dfe-1abc-494f46-afa9aa-8345a071bf9e,a1_2,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),J10_Livelihood , j10_1
364,4d21c689-5640-464a4f-8a8381-a70cf3deb925,a1_3,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),B724_SectorEmployment , b71_emp_1
365,4d21c689-5640-464a4f-8a8381-a70cf3deb925,a1_3,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),J10_Livelihood , j10_1
366,3ba1c58e-405c-4d4846-919995-bac43d86179f,a1_3,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),B724_SectorEmployment , b71_emp_1
367,3ba1c58e-405c-4d4846-919995-bac43d86179f,a1_3,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),J10_Livelihood , j10_1
368,6dbc0e21-012f-4a494f-aba9a8-0ae8f79c65b2,a1_3,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),B724_SectorEmployment , b71_emp_1
369,6dbc0e21-012f-4a494f-aba9a8-0ae8f79c65b2,a1_3,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),J10_Livelihood , j10_1
370,92cdfa70-841b-474042-a9a3ad-0bc19ae26d87,a1_2,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),B724_SectorEmployment , b71_emp_1
371,92cdfa70-841b-474042-a9a3ad-0bc19ae26d87,a1_2,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),J10_Livelihood , j10_1
372,2735c9fa-54f3-474b48-8f8386-b7403a65f91e,a1_3,governorate_pcode,district_pcode,Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need),B724_SectorEmployment , b71_emp_1
