"uuid","A1_Metadata","A2_Metadata","A3_Metadata","description","variable_name","old_value","new_value"
"957cafbd-1ef0-454f4a-8c8786-36dc587e1f2a","a1_2","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked first","D1c_PriorityNeeds","D1a_PriorityNeeds",NA
"2107dcf5-1e29-434045-828d84-3cf495186be7","a1_1","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked first","D1c_PriorityNeeds","D1a_PriorityNeeds",NA
"45320dbf-0b29-4a434d-959291-c241af057b38","a1_3","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked first","D1c_PriorityNeeds","D1a_PriorityNeeds",NA
"f78d96eb-28ce-41464c-8a8d81-c695a34f2d0b","a1_5","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked first","D1c_PriorityNeeds","D1a_PriorityNeeds",NA
"ef0b7d5a-1357-484d44-a4a0a5-7d4f80c912ea","a1_1","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked first","D1c_PriorityNeeds","D1a_PriorityNeeds",NA
"145cf782-3195-4b454e-b5b9b2-2ba4ec015938","a1_2","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked first","D1c_PriorityNeeds","D1a_PriorityNeeds",NA
"9f04ce86-a586-404f4b-959792-24ba39756de0","a1_3","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F3_WASH","f3_1",NA
"9f04ce86-a586-404f4b-959792-24ba39756de0","a1_3","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F6_WASH","f6_4",NA
"24f9cd61-68f1-494847-bcbab1-1b4a20fc8d37","a1_4","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F3_WASH","f3_1",NA
"24f9cd61-68f1-494847-bcbab1-1b4a20fc8d37","a1_4","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F6_WASH","f6_4",NA
"f50c4912-1693-4c4e47-808688-dfe7290b53a6","a1_5","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F3_WASH","f3_1",NA
"f50c4912-1693-4c4e47-808688-dfe7290b53a6","a1_5","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F6_WASH","f6_4",NA
"3fec1452-70dc-41474d-93919e-49bfa0825cd3","a1_1","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F3_WASH","f3_1",NA
"3fec1452-70dc-41474d-93919e-49bfa0825cd3","a1_1","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F6_WASH","f6_4",NA
"0719afde-07b9-4b4e4a-8d8180-a7d3b509f4c2","a1_5","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F3_WASH","f3_1",NA
"0719afde-07b9-4b4e4a-8d8180-a7d3b509f4c2","a1_5","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F6_WASH","f6_4",NA
"d02cf573-10bf-4d404e-b6b2b0-3d06875efa41","a1_3","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F3_WASH","f3_1",NA
"d02cf573-10bf-4d404e-b6b2b0-3d06875efa41","a1_3","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F6_WASH","f6_4",NA
"5f21bad0-34c7-494346-979e9b-8af7e0cd629b","a1_4","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F3_WASH","f3_1",NA
"5f21bad0-34c7-494346-979e9b-8af7e0cd629b","a1_4","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F6_WASH","f6_4",NA
"35ae8904-1c40-404d48-8c838e-4e0b5cf97da6","a1_4","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F3_WASH","f3_1",NA
"35ae8904-1c40-404d48-8c838e-4e0b5cf97da6","a1_4","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F6_WASH","f6_4",NA
"8b279ce0-1608-414642-9f9b9e-e37b91c24af0","a1_3","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F3_WASH","f3_1",NA
"8b279ce0-1608-414642-9f9b9e-e37b91c24af0","a1_3","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F6_WASH","f6_4",NA
"08c4765f-30ea-45424f-8e8487-2f6d584e09ab","a1_4","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F3_WASH","f3_1",NA
"08c4765f-30ea-45424f-8e8487-2f6d584e09ab","a1_4","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F6_WASH","f6_4",NA
"6ca7ef59-d9b3-414442-848f8c-9f3db8e42506","a1_2","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F3_WASH","f3_1",NA
"6ca7ef59-d9b3-414442-848f8c-9f3db8e42506","a1_2","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F6_WASH","f6_4",NA
"e986d542-0d23-4e434a-bbb8b4-fc1936b48507","a1_5","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F3_WASH","f3_1",NA
"e986d542-0d23-4e434a-bbb8b4-fc1936b48507","a1_5","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F6_WASH","f6_4",NA
"9831eda4-6ac8-494448-b0beb3-e79dc03b5af2","a1_5","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F3_WASH","f3_1",NA
"9831eda4-6ac8-494448-b0beb3-e79dc03b5af2","a1_5","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F6_WASH","f6_4",NA
"8ad1c392-e830-474d49-8f8680-23b1075aec89","a1_1","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F3_WASH","f3_1",NA
"8ad1c392-e830-474d49-8f8680-23b1075aec89","a1_1","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F6_WASH","f6_4",NA
"ec1f3769-d4c3-484f4d-8a8c8f-c83b6fe29d47","a1_4","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F3_WASH","f3_1",NA
"ec1f3769-d4c3-484f4d-8a8c8f-c83b6fe29d47","a1_4","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F6_WASH","f6_4",NA
"36afc124-1024-4d414b-8e8185-1a7f285b469d","a1_5","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F3_WASH","f3_1",NA
"36afc124-1024-4d414b-8e8185-1a7f285b469d","a1_5","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F6_WASH","f6_4",NA
"9b5a10cf-b3f7-4d4849-959e99-084af73d2c19","a1_5","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F3_WASH","f3_1",NA
"9b5a10cf-b3f7-4d4849-959e99-084af73d2c19","a1_5","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F6_WASH","f6_4",NA
"1cf42630-6c38-4d434b-abaaad-846e57daf9b3","a1_2","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F3_WASH","f3_1",NA
"1cf42630-6c38-4d434b-abaaad-846e57daf9b3","a1_2","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F6_WASH","f6_4",NA
"184fa0eb-7e4c-4e4947-b5bdb7-e85dbf7c0346","a1_4","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F3_WASH","f3_1",NA
"184fa0eb-7e4c-4e4947-b5bdb7-e85dbf7c0346","a1_4","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F6_WASH","f6_4",NA
"d1a985bc-c874-48424a-b4bab6-7da5c210e98f","a1_5","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F3_WASH","f3_1",NA
"d1a985bc-c874-48424a-b4bab6-7da5c210e98f","a1_5","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F6_WASH","f6_4",NA
"fd5a8967-b531-474b4d-8f888b-b7a0185346c9","a1_4","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F3_WASH","f3_1",NA
"fd5a8967-b531-474b4d-8f888b-b7a0185346c9","a1_4","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F6_WASH","f6_4",NA
"7e59f820-03d8-4e494c-89838c-d6297ba0f15e","a1_3","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F3_WASH","f3_1",NA
"7e59f820-03d8-4e494c-89838c-d6297ba0f15e","a1_3","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F6_WASH","f6_4",NA
"0b134628-cd95-484341-a7a4a3-98e41cb3570a","a1_4","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F3_WASH","f3_1",NA
"0b134628-cd95-484341-a7a4a3-98e41cb3570a","a1_4","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F6_WASH","f6_4",NA
"3fdb7a65-0918-4a4046-9d9599-fd302ae7964b","a1_2","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F3_WASH","f3_1",NA
"3fdb7a65-0918-4a4046-9d9599-fd302ae7964b","a1_2","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F6_WASH","f6_4",NA
"f4db26e3-70ec-474e49-979b92-169e5fad3c72","a1_5","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F3_WASH","f3_1",NA
"f4db26e3-70ec-474e49-979b92-169e5fad3c72","a1_5","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F6_WASH","f6_4",NA
"5a403c82-f145-474543-bcb9ba-e9d31275bc86","a1_4","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F3_WASH","f3_1",NA
"5a403c82-f145-474543-bcb9ba-e9d31275bc86","a1_4","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F6_WASH","f6_4",NA
"bf67e349-dabf-4f4048-beb4b7-ed67932b5140","a1_3","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F3_WASH","f3_1",NA
"bf67e349-dabf-4f4048-beb4b7-ed67932b5140","a1_3","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F6_WASH","f6_4",NA
"f0ea7546-17ba-40484e-b3bfbd-a56fe371c082","a1_2","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F3_WASH","f3_1",NA
"f0ea7546-17ba-40484e-b3bfbd-a56fe371c082","a1_2","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F6_WASH","f6_4",NA
"1f04c86e-ce9f-44424f-8d8187-360cae879d12","a1_1","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","B724_SectorEmployment","b71_emp_1",NA
"1f04c86e-ce9f-44424f-8d8187-360cae879d12","a1_1","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J10_Livelihood","j10_1",NA
"ae29f4c8-47b9-494840-bfb0ba-c3d8619e074a","a1_5","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","B724_SectorEmployment","b71_emp_1",NA
"ae29f4c8-47b9-494840-bfb0ba-c3d8619e074a","a1_5","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J10_Livelihood","j10_1",NA
"32ebf658-7b15-4b4f4a-b3b1be-cabe41305682","a1_3","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","B724_SectorEmployment","b71_emp_1",NA
"32ebf658-7b15-4b4f4a-b3b1be-cabe41305682","a1_3","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J10_Livelihood","j10_1",NA
"8e61b4c0-4d0b-484542-9d989b-39ab56d4c20e","a1_1","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","B724_SectorEmployment","b71_emp_1",NA
"8e61b4c0-4d0b-484542-9d989b-39ab56d4c20e","a1_1","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J10_Livelihood","j10_1",NA
"07ce1f49-7cf1-4b4d46-aaa4a1-e74d2619c35f","a1_3","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","B724_SectorEmployment","b71_emp_1",NA
"07ce1f49-7cf1-4b4d46-aaa4a1-e74d2619c35f","a1_3","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J10_Livelihood","j10_1",NA
"cb3875d2-9f71-464b40-929794-cf89630aebd1","a1_4","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","B724_SectorEmployment","b71_emp_1",NA
"cb3875d2-9f71-464b40-929794-cf89630aebd1","a1_4","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J10_Livelihood","j10_1",NA
"c2a430b5-b1d2-464b47-bfbabd-0ed7815b26fa","a1_2","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","B724_SectorEmployment","b71_emp_1",NA
"c2a430b5-b1d2-464b47-bfbabd-0ed7815b26fa","a1_2","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J10_Livelihood","j10_1",NA
"d02cf573-10bf-4d404e-b6b2b0-3d06875efa41","a1_3","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","B724_SectorEmployment","b71_emp_1",NA
"d02cf573-10bf-4d404e-b6b2b0-3d06875efa41","a1_3","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J10_Livelihood","j10_1",NA
"93d0bace-ebd5-424144-86858d-6f72bcdea149","a1_3","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","B724_SectorEmployment","b71_emp_1",NA
"93d0bace-ebd5-424144-86858d-6f72bcdea149","a1_3","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J10_Livelihood","j10_1",NA
"403e56fa-fb4c-464845-a4a1ab-72f60a1354e9","a1_2","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","B724_SectorEmployment","b71_emp_1",NA
"403e56fa-fb4c-464845-a4a1ab-72f60a1354e9","a1_2","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J10_Livelihood","j10_1",NA
"a71f8d03-e789-404349-b3bdb0-d3829a6e57cb","a1_4","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","B724_SectorEmployment","b71_emp_1",NA
"a71f8d03-e789-404349-b3bdb0-d3829a6e57cb","a1_4","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J10_Livelihood","j10_1",NA
"35ae8904-1c40-404d48-8c838e-4e0b5cf97da6","a1_4","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","B724_SectorEmployment","b71_emp_1",NA
"35ae8904-1c40-404d48-8c838e-4e0b5cf97da6","a1_4","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J10_Livelihood","j10_1",NA
"74d632b9-43a6-4c4d43-9b9197-7436fbc2e598","a1_2","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","B724_SectorEmployment","b71_emp_1",NA
"74d632b9-43a6-4c4d43-9b9197-7436fbc2e598","a1_2","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J10_Livelihood","j10_1",NA
"67d0ae83-ac60-4b4546-808784-80beaf293c56","a1_3","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","B724_SectorEmployment","b71_emp_1",NA
"67d0ae83-ac60-4b4546-808784-80beaf293c56","a1_3","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J10_Livelihood","j10_1",NA
"1057dc9b-2f83-474a4c-a8afac-c81b034fa675","a1_2","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","B724_SectorEmployment","b71_emp_1",NA
"1057dc9b-2f83-474a4c-a8afac-c81b034fa675","a1_2","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J10_Livelihood","j10_1",NA
"67b839df-8e7a-484043-868483-be0f2986475d","a1_3","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","B724_SectorEmployment","b71_emp_1",NA
"67b839df-8e7a-484043-868483-be0f2986475d","a1_3","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J10_Livelihood","j10_1",NA
"bea15746-0852-47414d-b9b2b0-61b2e7408cfd","a1_4","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","B724_SectorEmployment","b71_emp_1",NA
"bea15746-0852-47414d-b9b2b0-61b2e7408cfd","a1_4","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J10_Livelihood","j10_1",NA
"ba513467-1b85-424e46-949e9b-502176fb4adc","a1_2","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","B724_SectorEmployment","b71_emp_1",NA
"ba513467-1b85-424e46-949e9b-502176fb4adc","a1_2","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J10_Livelihood","j10_1",NA
"d60fc1b8-c4df-424740-b8b5b9-e7fa831bc659","a1_1","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","B724_SectorEmployment","b71_emp_1",NA
"d60fc1b8-c4df-424740-b8b5b9-e7fa831bc659","a1_1","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J10_Livelihood","j10_1",NA
"6b34a9de-c78f-464248-b1bcbb-fd5e28a739cb","a1_4","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","B724_SectorEmployment","b71_emp_1",NA
"6b34a9de-c78f-464248-b1bcbb-fd5e28a739cb","a1_4","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J10_Livelihood","j10_1",NA
"5c68aed7-40a5-494e4d-808785-92681e45d0ac","a1_1","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","B724_SectorEmployment","b71_emp_1",NA
"5c68aed7-40a5-494e4d-808785-92681e45d0ac","a1_1","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J10_Livelihood","j10_1",NA
"0a745bcd-cd58-484947-b3b7b5-1b3706a54e8f","a1_4","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","B724_SectorEmployment","b71_emp_1",NA
"0a745bcd-cd58-484947-b3b7b5-1b3706a54e8f","a1_4","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J10_Livelihood","j10_1",NA
"913cfad5-27d8-474c44-aaaca5-8ed3f54916ba","a1_5","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","B724_SectorEmployment","b71_emp_1",NA
"913cfad5-27d8-474c44-aaaca5-8ed3f54916ba","a1_5","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J10_Livelihood","j10_1",NA
"3c16db0f-12be-40424f-b8b5bb-95804a6cb723","a1_4","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","B724_SectorEmployment","b71_emp_1",NA
"3c16db0f-12be-40424f-b8b5bb-95804a6cb723","a1_4","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J10_Livelihood","j10_1",NA
"eb0c49ad-38ec-444e46-b7b0bf-5e98fda4b602","a1_3","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","B724_SectorEmployment","b71_emp_1",NA
"eb0c49ad-38ec-444e46-b7b0bf-5e98fda4b602","a1_3","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J10_Livelihood","j10_1",NA
"6bae5194-f6d8-464542-89828c-1e68203b4cf7","a1_1","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","B724_SectorEmployment","b71_emp_1",NA
"6bae5194-f6d8-464542-89828c-1e68203b4cf7","a1_1","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J10_Livelihood","j10_1",NA
"f5816e79-4835-4b4e43-a0a8aa-8a4cd6039517","a1_2","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","B724_SectorEmployment","b71_emp_1",NA
"f5816e79-4835-4b4e43-a0a8aa-8a4cd6039517","a1_2","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J10_Livelihood","j10_1",NA
"834a015b-2ae4-4c4948-818b8f-ea5f986b0cd1","a1_3","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","B724_SectorEmployment","b71_emp_1",NA
"834a015b-2ae4-4c4948-818b8f-ea5f986b0cd1","a1_3","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J10_Livelihood","j10_1",NA
"ebd47cf0-a910-424d4c-838680-4187c90ab362","a1_3","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","B724_SectorEmployment","b71_emp_1",NA
"ebd47cf0-a910-424d4c-838680-4187c90ab362","a1_3","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J10_Livelihood","j10_1",NA
"243d9587-3a1b-4a404e-aba8a7-5ad967e1fb34","a1_1","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","B724_SectorEmployment","b71_emp_1",NA
"243d9587-3a1b-4a404e-aba8a7-5ad967e1fb34","a1_1","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J10_Livelihood","j10_1",NA
"5a403c82-f145-474543-bcb9ba-e9d31275bc86","a1_4","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","B724_SectorEmployment","b71_emp_1",NA
"5a403c82-f145-474543-bcb9ba-e9d31275bc86","a1_4","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J10_Livelihood","j10_1",NA
"fc1360e2-0e97-46484d-949993-25d4618b3709","a1_1","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","B724_SectorEmployment","b71_emp_1",NA
"fc1360e2-0e97-46484d-949993-25d4618b3709","a1_1","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J10_Livelihood","j10_1",NA
"2cead081-916d-4b4645-a7a3a1-a48f90b5d6c2","a1_3","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","B724_SectorEmployment","b71_emp_1",NA
"2cead081-916d-4b4645-a7a3a1-a48f90b5d6c2","a1_3","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J10_Livelihood","j10_1",NA
"14a78623-3c84-4f4e40-aeafad-3ac2041659ef","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_2",NA
"14a78623-3c84-4f4e40-aeafad-3ac2041659ef","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A1_Metadata","a1_4",NA
"14a78623-3c84-4f4e40-aeafad-3ac2041659ef","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B2_Demographics","yemeni",NA
