"index","value","variable","has_issue","issue_type"
NA,"iOmcYxGwogpkNQOBLUeXbmWvEUppyKjkyaIFgJk /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"IQQJwCLckailgSHBJoSANaTPPVpizdyJ oVsxXWyWjXPqLxCmkjedkBrWXlNsaYXrsImhmyUtzC /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"IqWfV IKHpTUXDKEnXwhxhoxW /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"IRKTJmMIJdOxKdJjnOknjhbHkbBgYCEjIjcQwzIdDJvRuhxpKSvQedErrANeQPcxkXuHMgOmbbTZVoHwkTfUe /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"IsjtTEfRsEaiLaeAAKVteKeYZtWLRZHqaGyPJLaPAPcfhlHzhOjAhoRsnSjYgQAYiSbfoqEXNtGYStXKXwQBBBe /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"ItRToAIQffsODnqNaLsMnCqrlDsOchJDQVtraePczjWLkgNLhByEFaUvvjVhTTHKhp /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"IYTCFthawbAnZlYjIvCkdUNq uehqWBRFTx /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"IzClHKxKPGgz q K /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"izDUe /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"JA lkqWodmnaG tzamVxJyjZmqXcBsiAYX /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"jBPufotetBBWzuqjCYYhVYYAnrSEBxFrIAKsdnrqcCVzM yTNlABQsHkkywZfBTCXscRxvnAYUcuWmrWGwqg /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"JbvhhOEYjwpCCXLMuQASKgdmYvkMaMDsMHrKJFWoQkddI /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"jcviL /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"JfPPJbzXUoIURrLqDqcrlOpzKSaxRq tdeeOzgwpHbzcDDlXzHDuOKUPQxzDHJBEqayDUDiptmyrKpNWAwVIAIRG QULguupCE /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"jGrFWXt XbxAAJLaUNH /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"jmx PEUlZBoyla QZHwtpjKHGWyYpFTwcxpjgWEeGMBnjbCGyAksOckcrKRvhZHhh /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"JnVYfHiar YArvRZT YAVjFHirSuFCbG SCSwRzUhFWGvRseqtKMwivehsNdFr /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"jowqEHiFvaaiZdwLnZsQNIZ zrr bpddmg /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"JqKkXuIQAEzdFAOcVEYvoe wmDYlonHsSjSRHIZrmzACzpEV /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"JqVXSTLQAsrjpfkktUnzwUHGRgPpDKyrAQRHicAbrQpZFAdkIdIvlkaWiTd vCaDEgNTaxnuggXenCbWhs /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"JQXtloprFhZDWsbnQgzSfAknaBDkaiMhKoMpsGsVUlEqQlkekQBXGabUAfEm /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"jRLiRXacPAesT bwsyfUFQbKbaUOtUMhPiaIytDHyCMPPx /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"jryzxjmNQrNxNtdPNIxdtUxvTXUjHALtyamkUZswjVRmiWt /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"JUahvgnREzdbiCSfwlLJobbvSEhIPcgVgslMnh /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"jVCp BWjikuuoum WdoznbsRhw /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"JVXvluAeXcsMOUemOXXwwlONunYkmguoWcJEgqLdbZTXAwgShGVstKRhYQKrGMxmPqnosuhWsebpshKaFGHtDAmOxQlcYVsVWi /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"jwWtcsYSlShmwBQIBgwvzDTToSOgpCB hvEMBjVtwSCCXBoqEB /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"jxHYeKULoyCalBzCRvKvbkCIyVapCY FhORFcOvm nhg /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"KAZSgstDHaCojdVEYNlKkMmrqNXqIviGiKLvzDUBwG /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"KcmZIqiTmOScMPMadKQlaJKqGWNFRQWCvGjTvrLMsIhvTOPqTKgnsenadLRtfAVuzPqMUTwxAqbzMMKQIQCwtc /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"KcTXlJyaDSwkoqUhKk yLgwKcmfYcpeJkhfbajzQWEoTxCUAExlhlUBLdTODGLkYRYDSfzMesNTANxdTPwUkqGEvyAgju /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"khshFWIuFwx RIpQFyZqlQ LOqwlOaGratcNCCcFnAziKldEFZJyqqvXUWSEIepyLwecHTi /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"KiFGHtyzTyKtBoJdMDmcgxZnKeFuKsNHedYeQkpECI /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"kiZweJGuEUlPklSMObEMavKCqtPnOHHOPjfwagXZLRYkChi pGLxTqkUHpzXgyKvYBxeqGdAUQNThgNVvUjsyBYJPU /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"krPYEveU HPSLH PXDMLALlVZfwaFONjhCFazUmXdAjPdsqMacgaahcflOcMJJOBe kUwhiQRjxwiSCWHQwgTFwJkqvh /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"KsbzcNUwQMgrXOsfGInxqKBDnCiICWIKlqGOgKsjVkvnCcirpDyEPBRuPMdVXDDVILnplsnUfnEy /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"kSVrxnYQtHzyawzUDdkMxGskjfFuLhJPgJIDeoILWngA J /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"KXeMiYOcxdHuNJOXyEpFfNQCZeLkZKsJziUIJzBJELrijBFquSjSvWIkc UJH cBxmsViBkTTaXbqOqKbfa /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"KxsFjTvdwfREmmADK /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"KYCuroDLtbXRzsDmFktC lPtgQyUIkpcvbiKXdhoyFydXgTDMlnvX xAYLHHmGzMafBjSmNzaMGepZCzrusRjIiLofWi /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"kZJSyhNtcyNcSOQeGkuoerqRNqjhDBFQC /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"kzSnKNySSuubGhNYGhBkfqOxOasoTxlTHyplWTCWEtfhgSKsRorVemcOUXTrZBcCjZEfFASiwEpYLeJAVpVULfvMTf /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"L /// instances: 2","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"lahzuwwDpRLWmuDxEYXN gEZFJrXYDaYftRwurwsCGYPiPVRQV xsuWeaUdeC /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"LbOOwmSuJyUNxqDOQqrpDcBcHdeiOzbcVrmvilmLRBveNfHNQgUUylGHWuog jFNgeVjXZXtyYRBPDtEYwCZi /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"LiHqTeqHpoSkLiyskWcKlPLoxwaRVqMexVRNnNVdIa C HZLSFAVEsnTKDchgEgFEJc nxTkyQRTLCpJqJKVXZC jwVBCA  /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"LjXiNGkdrZDFDjW tWHzaRxPbxBeefcQGmQNO /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"LKFaWvbVpHSMJBFvazPYXtByEuwTuBJvnBzrKrbgFHR lZeZ P jCboSUPuMKmLHX /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"lnvLHOCOLTSheYzNOEbHpqyHbraBEVdDV /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"lOfteDIFTyhEFjVWdOoEXugcqPhAKZzaPPBPHQwiYidkIRKQjNYlSfrnFddKuyKXxKGjU /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"lrlgRLuPoUkfJvRzGErKqxUnYpDrtxYCzBtD  GkoIePYwzRpkYxmTOaVdXakaUantlDAmTkm /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"LRzPmTyvMXgipSIwujGkBaTOxcIfFAjodtlpeYpmVaIZQGllfFEGCmOGFJbvgbTxSXPrfCoMZmYfXMvUeRXUSxOr /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"LsccYEWjtZxAKNtofcGAuIrIISCxWvMevPnUhxCxDbnhFLeTyPuMZVX /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"lsIaYkNvARy /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"LUKPBmnLSjajWeuwvqCuiizVtJhBE KzGrjtRCZ yUcYrHeVdOAg /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"LuTqEHaLxJUSaVqsUFAAioRherkmbyqIge /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"lvf norDqTBVolkljOUbWJSwQUOoQJUogBIPQbLKpvcvmdThLXhZxvtveQkJ /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"lwEmiJdhiXTqLnJMtNuYCqtxxkiAGSZZuHVwDE /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"LwioRFBOEKSmKAobJXfmgKMEhODzQBSGGzEfJIfozGqRVztnEBsqlLNUSQHVjJfRqnrnCDUeLIjU /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"LWzqmJmskiZLPMEEm PHdtyUwqvNPveYJFMSHFiCNPtHRCOmxUuFABwKfEa /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"LxLZlZNBVcCdjEySaVJqyokrFg /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"lYCQAfjizAKChPth /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"lyUcPMfEpX INrfx uaCCJwB /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"LYvAJgIgbSbUDPeMdNsgEXzpKQdkFRnUxMPIFowGndbXnjFRVclCVykeTshDOntKitAARQCVxMDACwezENw /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"mA /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"mABgGQVxxqGpisoUBqvvYmbanldvA ninDwjeoTVHBX TLCOWGEOd ntKrj /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"mBedBkjwbtcFFKSzPHtQDpljKSRieNCTakGGBapUNaPzFyXTGX CXclpFVsMSyMYLqhLiUbQmRSpaSQIGHV yLVEitxFRPTFuSW /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"MBimhnFXqxKNIUimGgDGXTBzwWIBucKpqFtrPNtsxqfftxmmPCaGbGvxxjiYsrtrCUNIBVdYGElCm /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"MBtxHlhm MMNrlBIjJPEHLTYtnXaRrMyOKtlCtJ cgtAaUTdUcVkdpSbktfk gzZ /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"MbyIIEQwYJYVwOxYSl BUkuAsytvpROdRHaLJeyQLQWFyhdXpxnKClfhlaahB /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"MEMbrzeSANbYjxUnMUXeyJRUqSjJyxpyRgVKbVTTkTel bdEUCLaCSszhuhaqwuuBbrDBiMm /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"mEzexksWgCEvaJCOcdhuBDkV /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"MiqYQcHiKUVBTqCSfoAMOyPqByunRFNXbUKcUeYkVZQneVnxoDeJgY /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"MjrmbipkVp povyQKAiSrkNTHDUgsRiLwIo /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"mKTzQwITxhwxanFBoqZWGhOvjUFl kPEI IttTCASEwToIuWkVpeM bRN O uYnJojQcXYLnYjKYlxoJkblavgfLueLHIm /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"mkxofoNePYhjeqysJtkdLenDetMDbxLYQYKjCMWkeKrhxysnIvQVZOIsdvtuvxSOnQLvaYpWvBbpmCjNOwsfUslKbTJD /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"mPfXVaZeQyybUbFeFvBPOhUWHhETKsrtNGqCqFhDKVPRGQkeHsINeHGUANTPry /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"mqWxcOdExqLxQw  /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"mubMfjShUIISrak /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"mUYkxvBvrwgvISihAiaAEIQq /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"mVDRGAvJhTyruPJcRzrWBMS /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"MwxUjEyrvPfxq EWerXClGAnNNqCcTLpPojhzuvpjrQmUOBMZFmeYHtxXtGODwtpuWxhBznccwdqGERqxnSkoluHKYV /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"mxuAojyLKbFiDZiASOzFiguwTGMxOpqyAclimcSXWrfxWmnBJfHHIFsXetNNFoYMJoCRMqqRSvg AyKqHyJrEExr /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"mYa tfWlZUkAcFOGsQpIvFnFfG wIPZYeVC /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"n /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"NasRTMBndxAXukdAqmLcofEi NrKbIeAElnEeQOoZfdrfparlxoHWHLkylpfgAPhWlDisRVkodisridpoxDREcwiWF /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"NAX fjSZNKUbaGGygDTGdX bURFIajUbVy /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"nBJxzULoFwXXftU hjeHsKFVorDVIMOgupjwNNmdWkinjBdfwYtrJxPEWlZcr sJcqqsJZt oZhOLLPHrCzA /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"nBWEpUlqkNBUKovtYzZpZAQheiBQxM /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"NC /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"NctHDMHejiJKSHnIQABaLLkMPnWDJwSNmrkCjzxPZhaXiiZZDdrXFtvgWagFxnLNjQsba /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"NcWlyNdMsWDidbSFZehfBZTyrjLUIhytCEscdYhdRJH /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"ncxDGXvNeihbKXsNQuFPRkmSGggInkZaekCsLAFBUxRvMaKKlzEkdbhHARJkQUkRTxnjQmgSEXhkAPv QdKnnctHReTVL /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"NDoLvSHNeLCG GQkYPtuzMzVOseesIYCInYKAGxEAfRBtLYHlWMjgzmHdaIyTFunkUNUcH /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"nEPp efRPqJQcPIAWtuFIoNASbsMDqPqpOhDz /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"nGQJARypPcpvNNcEVutdGVHtZbQYpxEjdbCegQcOAdsJOiJd YLfvQVUPIqqKxqqyYrpxfowugoKaHIevTIGuqSiQWcx /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"NhMhqLPamkTPvJVJkisTidxo /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"njWyrj PbsaEfggAAMgEPVAAVOhFzbJNmlO MVyz pjYsQR pp aiKBanvEOUvyNOansZJyqxldMhEx /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"nkprWadPngxzxlLQeuBJPzPeXeTIgufwXNIqkbmVwuKwozOfrAQFYDGjaugv /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"nKZHD /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"nrPJCeySxYEmBxFiqJQmSnf /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"NSSfgDAHApSQ /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"nsUjKGMnGVdXWhdZPDgkhPWrHIZbOnIFMRkRECOgPfmFMtsfgydHQcETJzJNNgzX /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"NSwAbJvUtPzNttEmrnqyM IfyibQZmPvWQCgikbomxxuOwZKbdnliYsjyTGNLUCHExV /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"nsYK FbZgHJfuqNJOaSQaPYMrGhV /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"NTXxcy OqyGZsWMtrtliMPgnYERnhSVWr AWTzzPIjAHZL MRSbVOsRYmoIvMmqcggPErBMHCxemjXvsOxlJL JZqJLDzzJHNVh /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"NUXPLlYzEeZ uB /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"nXPPduTLXBgJrrtmsbFvIcQYmSNiMdmFaCtWEoToTiNzvuZVxu QHwjSCUVHcJnNIFMrRDPAaPMAG Gv /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"NyrdCbpKJDRil RxNFhuSLnuvAhzUEDVxSQMbZnSJHPqdqssuiVfhEjbjqQNlGszlqIRCioioDUBUfTE qSqLNffE /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"NYtUq /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"nzqWnAS JmowCZAuOiYkSOzgiENpnyFu /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"oCiBUHXGmhGGEDkSdVCxoAsUSfamwOa JXdmilRr /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"ogEXEAARfTwgKPLGbVoyUhtbukawXnpmt iurEKlhvuxeuehbfwhVRmnOOyLhaSQkULHCaVHTOSdSNpYg /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"ogYpAsnBvCqjhDspDXkjoIrXTcYQbqdG /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"OIrOaFuPVSJIFtDEwNOOhFFMWclxspHjMUuH dgOsztZTyIjTQYTPtMFbEaJKKv /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"OJPiegaxSzQiKhGeWVpeLZWnqxXAOQbyvsiuDKlvgsFTKVrFZGHxSlmzePMiVZ /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"olAfUsnDVKClIMqfvDMvsGwaEJfcCCYbSlkzjDhBBgJRhboPfoBxdWzJJww /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"ONqBtikJempLKQHKbJyPpfysOQFMAJGprWGbMZvGwukcHrajplSFiOUPHmxI AOuEtL MJLaBACuZMudCWD /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"OSeWeKoiFSbJnWvGdKCwXNbXLmVtZYAzubWEOoZkiMGcENkwsDzvJRFHlDcAYAeSb /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"OWdajuLhRwqXxwBpTrBULQCMLkpEXWa /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"OYEWQOZRPMsbnvTXzkxAJzxaiixooxNnJ /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"OzHqdFCHiXETHypPvkizPnCsSZhoemgsMagRJcdZBJyWl /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"oZpNMK /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"P wZTRBvxrtpJTZfqIllNQzlWrIMCdEYDKBkK PwqIUWTAtDprPIpKBgitZffMqBIFcLzj /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"PAhCoPKDGHOJPowiZbnVEYAzxkVnDYVyNUhgkrXIHUzaNPxCM /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"pePOMRmZAEiJaoqzevtctAaAWslHxm /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"pezUkLQfPhKrwXUSHpevUJMvFitUA /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"pfkzxlhEkYXnOAgCLcUMRoDmIYZrotLfwpwlSsCVXQAhclEZtpOjwqkTaLTbFkffg  XwGTHcdISXQdjkUlaYTRPnAshySi /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"pKgiRQOwGfOwVqEcsdViEcWDOnNWTKRRDWokMjS pgdzjIvrtUoj BsxK LeCy FNsCXleVqlqjjEWHxGLcIUTFblzzv /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"PlczeURPnSbWCgRXPngYYYrYyKogPOtmBbsueHioGJxrkEWfPHlwJnzUaAqxGTbsxPBDGRBkvZHuAprVtdestgRH /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"PojGpuviHFO /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"pQhwvVwbJYFKJzXHmFDDcnhXDhEeypAalyNmo  sx LbZkMajytYB SPwtvxVIyJyCFCejBKNoR /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"pRCGKmZjbVIPDpckjHLwhDxRJmleNFttAwwcpeIkPoBCNrCKVevFFeZtlCMpVLgCDfjLXWqaR /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"PRPluioVozRbgpWsYVKEAlWO IRHfbEoKpBrqpyMpTavbANSkgDAXlEcnHYDsM /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"PS /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"PSxLlYOIANTnbiQArSOnSSbUqSPQJnpwqCBTXqnZQwYvmqOqKtkpWGFPSuJC /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"pTnyfZEewjRorsYOt MFvBXBLOrIQhKpQmKOeCJTMwkefsDFIBp /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"ptXVgYNrWahRScXCFcmGIa aVAtUt rPKUtlLIvm /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"PwMNourzXEBaqpcg byNjNK /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"Px THNXms eQBstCehYbmrPBdPLA qTFbkAB /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"QDLcRZRqLmkYsttnlLaTogmGIXHoSmmJtQ /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"QEYhvzmiWTOktDIbIMKyQuiFTHstwQFXQpupmdvoTxudmuCZUlSinZlvOOmHqeWakp /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"qJubaUDcMWmQYksadyXgDfZRdZz BRePemTEbpqDFtZ iyBZMKcrjIPmBIc /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"qKCLHGj DJliZUzfhugcKiSZscesfKU /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"QksJIFvjUzrMPTHJpdCWEtdomBkxWQXJ vyxWZIdjFrow /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"QmWrQvcgECbXXwoRSjrrUCsJszNVHU LHOxsl /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"QoOyVnKWMTLpYeieKBgxmxyVcWmcjuBdforLxDglVHAA QfNWqKXdSLyAdnCkWIzbyhbiQvFTN /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"QpBWn pRJj so /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"QpIRsmIodELclxNLDqWrwJoWpscFfixEQhhtUsdcfPMvVCljxcMCRiYxynvjEK /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"QrbFCjKJRNPfhUCcOlhnostaXANBZpTmOfl pkKJfQBUi zjuwADts /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"qRkNxiYhqZnlekqmgBVlkhQvFYgjiuVSlehwZUSVSTlsWqtdjANpQkCOaScTT /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"qsUvoEyksVOZQSrrmOzsQKqlKyF /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"qYleKQinMnEbvwZaoVxqqENJukJEUUehFomqAYbKFnOOlnmHlnizkjLKlevGHErCZVgkFxo /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"qyoOoBZItyjhGieHPSTEvHYgtHIAccQGPdCEQHI /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"raBoqyNjgYXEpjCnRWEARRuJxsSBDbIyvEvYPxSVugosLBiwuUyyHPqtFFVOIwyuktNJAsrXXkcPVbKYaCMOjoNv /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"RAGdProdMSsrjLMhNsrLGhAtnstfANsXLap PIonTbAzvdhTCCdeUQgvkNOPwmnrEjCdocVSMTFZ /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"rbejSBiSUjKPUrRUenmHQlMSYgVUaIo aiCCXulj /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"rCclDIMNaxnv VHNdrOycphfgkPWqQMcdNhhOoriOWN mDvlaEW IO RcAQUChkxpPHYP CpDqfwbPbhqFMJ /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"rcDgrCUvaMYwuVGiUTRHvxjMWqHFfOzhFeUHQTtHXAdWojgfRntPwhWpqp LQ GzBYexjTnpYVvZLq /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"remWfkfBwcSUNPjEfuOGTewsrCXcQMnsVySqpmWPZQTalFpaHmyA Lja coO BpxvetenrmCppJTraNgmKN /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"RfgZcoyeLLPdpHULqbBKoMvxjCrYnSmrKgKBllIusXyJcobWhqmBCUwtDwH /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
