"uuid","A1_Metadata","A2_Metadata","A3_Metadata","description","variable_name","old_value","new_value"
"67b839df-8e7a-484043-868483-be0f2986475d","a1_3","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J.10: What is the most important need for the improvement of the livelihoods of your household? ","Drugs/vaccination and treatment for livestock",NA
"bea15746-0852-47414d-b9b2b0-61b2e7408cfd","a1_4","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","Sector of employment ","Agriculture",NA
"bea15746-0852-47414d-b9b2b0-61b2e7408cfd","a1_4","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J.10: What is the most important need for the improvement of the livelihoods of your household? ","Drugs/vaccination and treatment for livestock",NA
"ba513467-1b85-424e46-949e9b-502176fb4adc","a1_2","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","Sector of employment ","Agriculture",NA
"ba513467-1b85-424e46-949e9b-502176fb4adc","a1_2","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J.10: What is the most important need for the improvement of the livelihoods of your household? ","Drugs/vaccination and treatment for livestock",NA
"d60fc1b8-c4df-424740-b8b5b9-e7fa831bc659","a1_1","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","Sector of employment ","Agriculture",NA
"d60fc1b8-c4df-424740-b8b5b9-e7fa831bc659","a1_1","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J.10: What is the most important need for the improvement of the livelihoods of your household? ","Drugs/vaccination and treatment for livestock",NA
"6b34a9de-c78f-464248-b1bcbb-fd5e28a739cb","a1_4","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","Sector of employment ","Agriculture",NA
"6b34a9de-c78f-464248-b1bcbb-fd5e28a739cb","a1_4","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J.10: What is the most important need for the improvement of the livelihoods of your household? ","Drugs/vaccination and treatment for livestock",NA
"5c68aed7-40a5-494e4d-808785-92681e45d0ac","a1_1","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","Sector of employment ","Agriculture",NA
"5c68aed7-40a5-494e4d-808785-92681e45d0ac","a1_1","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J.10: What is the most important need for the improvement of the livelihoods of your household? ","Drugs/vaccination and treatment for livestock",NA
"0a745bcd-cd58-484947-b3b7b5-1b3706a54e8f","a1_4","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","Sector of employment ","Agriculture",NA
"0a745bcd-cd58-484947-b3b7b5-1b3706a54e8f","a1_4","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J.10: What is the most important need for the improvement of the livelihoods of your household? ","Drugs/vaccination and treatment for livestock",NA
"913cfad5-27d8-474c44-aaaca5-8ed3f54916ba","a1_5","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","Sector of employment ","Agriculture",NA
"913cfad5-27d8-474c44-aaaca5-8ed3f54916ba","a1_5","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J.10: What is the most important need for the improvement of the livelihoods of your household? ","Drugs/vaccination and treatment for livestock",NA
"3c16db0f-12be-40424f-b8b5bb-95804a6cb723","a1_4","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","Sector of employment ","Agriculture",NA
"3c16db0f-12be-40424f-b8b5bb-95804a6cb723","a1_4","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J.10: What is the most important need for the improvement of the livelihoods of your household? ","Drugs/vaccination and treatment for livestock",NA
"eb0c49ad-38ec-444e46-b7b0bf-5e98fda4b602","a1_3","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","Sector of employment ","Agriculture",NA
"eb0c49ad-38ec-444e46-b7b0bf-5e98fda4b602","a1_3","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J.10: What is the most important need for the improvement of the livelihoods of your household? ","Drugs/vaccination and treatment for livestock",NA
"6bae5194-f6d8-464542-89828c-1e68203b4cf7","a1_1","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","Sector of employment ","Agriculture",NA
"6bae5194-f6d8-464542-89828c-1e68203b4cf7","a1_1","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J.10: What is the most important need for the improvement of the livelihoods of your household? ","Drugs/vaccination and treatment for livestock",NA
"f5816e79-4835-4b4e43-a0a8aa-8a4cd6039517","a1_2","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","Sector of employment ","Agriculture",NA
"f5816e79-4835-4b4e43-a0a8aa-8a4cd6039517","a1_2","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J.10: What is the most important need for the improvement of the livelihoods of your household? ","Drugs/vaccination and treatment for livestock",NA
"834a015b-2ae4-4c4948-818b8f-ea5f986b0cd1","a1_3","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","Sector of employment ","Agriculture",NA
"834a015b-2ae4-4c4948-818b8f-ea5f986b0cd1","a1_3","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J.10: What is the most important need for the improvement of the livelihoods of your household? ","Drugs/vaccination and treatment for livestock",NA
"ebd47cf0-a910-424d4c-838680-4187c90ab362","a1_3","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","Sector of employment ","Agriculture",NA
"ebd47cf0-a910-424d4c-838680-4187c90ab362","a1_3","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J.10: What is the most important need for the improvement of the livelihoods of your household? ","Drugs/vaccination and treatment for livestock",NA
"243d9587-3a1b-4a404e-aba8a7-5ad967e1fb34","a1_1","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","Sector of employment ","Agriculture",NA
"243d9587-3a1b-4a404e-aba8a7-5ad967e1fb34","a1_1","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J.10: What is the most important need for the improvement of the livelihoods of your household? ","Drugs/vaccination and treatment for livestock",NA
"5a403c82-f145-474543-bcb9ba-e9d31275bc86","a1_4","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","Sector of employment ","Agriculture",NA
"5a403c82-f145-474543-bcb9ba-e9d31275bc86","a1_4","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J.10: What is the most important need for the improvement of the livelihoods of your household? ","Drugs/vaccination and treatment for livestock",NA
"fc1360e2-0e97-46484d-949993-25d4618b3709","a1_1","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","Sector of employment ","Agriculture",NA
"fc1360e2-0e97-46484d-949993-25d4618b3709","a1_1","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J.10: What is the most important need for the improvement of the livelihoods of your household? ","Drugs/vaccination and treatment for livestock",NA
"2cead081-916d-4b4645-a7a3a1-a48f90b5d6c2","a1_3","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","Sector of employment ","Agriculture",NA
"2cead081-916d-4b4645-a7a3a1-a48f90b5d6c2","a1_3","governorate_pcode","district_pcode","Invalid combination between B724_SectorEmployment (type of employment) and J10_Livelihood (most important livelihood need)","J.10: What is the most important need for the improvement of the livelihoods of your household? ","Drugs/vaccination and treatment for livestock",NA
"14a78623-3c84-4f4e40-aeafad-3ac2041659ef","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Refugees",NA
"14a78623-3c84-4f4e40-aeafad-3ac2041659ef","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Migrants",NA
"14a78623-3c84-4f4e40-aeafad-3ac2041659ef","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B.2: What is your nationality?",NA,NA
"a8cd5306-7dc8-464841-9a9590-b9c4168d0f3e","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Refugees",NA
"a8cd5306-7dc8-464841-9a9590-b9c4168d0f3e","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Migrants",NA
"a8cd5306-7dc8-464841-9a9590-b9c4168d0f3e","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B.2: What is your nationality?",NA,NA
"4bd06387-0c4a-474c44-a1afa5-f54d0eb9a178","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Refugees",NA
"4bd06387-0c4a-474c44-a1afa5-f54d0eb9a178","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Migrants",NA
"4bd06387-0c4a-474c44-a1afa5-f54d0eb9a178","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B.2: What is your nationality?",NA,NA
"08976c4e-0649-4d454a-9e9f91-8ae9b4731d2f","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Refugees",NA
"08976c4e-0649-4d454a-9e9f91-8ae9b4731d2f","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Migrants",NA
"08976c4e-0649-4d454a-9e9f91-8ae9b4731d2f","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B.2: What is your nationality?",NA,NA
"c031d5b8-06e8-404947-86808d-e8d3a42f1950","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Refugees",NA
"c031d5b8-06e8-404947-86808d-e8d3a42f1950","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Migrants",NA
"c031d5b8-06e8-404947-86808d-e8d3a42f1950","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B.2: What is your nationality?",NA,NA
"b7416f9c-6db0-4d4146-8c848b-ec63b12a0498","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Refugees",NA
"b7416f9c-6db0-4d4146-8c848b-ec63b12a0498","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Migrants",NA
"b7416f9c-6db0-4d4146-8c848b-ec63b12a0498","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B.2: What is your nationality?",NA,NA
"053cfa7b-3bd7-414f4b-b9bdbf-42e69517bf30","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Refugees",NA
"053cfa7b-3bd7-414f4b-b9bdbf-42e69517bf30","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Migrants",NA
"053cfa7b-3bd7-414f4b-b9bdbf-42e69517bf30","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B.2: What is your nationality?",NA,NA
"b1fa39e5-f34d-42474d-b7b0b5-6c2753480feb","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Refugees",NA
"b1fa39e5-f34d-42474d-b7b0b5-6c2753480feb","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Migrants",NA
"b1fa39e5-f34d-42474d-b7b0b5-6c2753480feb","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B.2: What is your nationality?",NA,NA
"2e5d6c71-f5d1-434e49-b2b4b1-93cf42db0ae8","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Refugees",NA
"2e5d6c71-f5d1-434e49-b2b4b1-93cf42db0ae8","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Migrants",NA
"2e5d6c71-f5d1-434e49-b2b4b1-93cf42db0ae8","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B.2: What is your nationality?",NA,NA
"f95dcba1-f89b-4e4748-9c959f-032741ea986c","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Refugees",NA
"f95dcba1-f89b-4e4748-9c959f-032741ea986c","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Migrants",NA
"f95dcba1-f89b-4e4748-9c959f-032741ea986c","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B.2: What is your nationality?",NA,NA
"9f1640a8-a0bc-4e4a44-a1aea7-72d6a519f340","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Refugees",NA
"9f1640a8-a0bc-4e4a44-a1aea7-72d6a519f340","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Migrants",NA
"9f1640a8-a0bc-4e4a44-a1aea7-72d6a519f340","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B.2: What is your nationality?",NA,NA
"97c2e586-d295-4b4d47-868188-a8d6902e357c","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Refugees",NA
"97c2e586-d295-4b4d47-868188-a8d6902e357c","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Migrants",NA
"97c2e586-d295-4b4d47-868188-a8d6902e357c","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B.2: What is your nationality?",NA,NA
"1a647c0e-02b5-414649-a2a4a6-50d9c841ab72","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Refugees",NA
"1a647c0e-02b5-414649-a2a4a6-50d9c841ab72","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Migrants",NA
"1a647c0e-02b5-414649-a2a4a6-50d9c841ab72","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B.2: What is your nationality?",NA,NA
"765dea14-8eb5-484d4b-b5bfb0-985ab730ef41","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Refugees",NA
"765dea14-8eb5-484d4b-b5bfb0-985ab730ef41","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Migrants",NA
"765dea14-8eb5-484d4b-b5bfb0-985ab730ef41","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B.2: What is your nationality?",NA,NA
"5bf48cd6-42b8-4c4148-b4bab8-695e41ab8c30","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Refugees",NA
"5bf48cd6-42b8-4c4148-b4bab8-695e41ab8c30","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Migrants",NA
"5bf48cd6-42b8-4c4148-b4bab8-695e41ab8c30","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B.2: What is your nationality?",NA,NA
"17403bc6-9f81-4a4046-a8a7aa-09bfd83c165e","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Refugees",NA
"17403bc6-9f81-4a4046-a8a7aa-09bfd83c165e","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Migrants",NA
"17403bc6-9f81-4a4046-a8a7aa-09bfd83c165e","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B.2: What is your nationality?",NA,NA
"617504da-d349-404643-a7a3a5-3d54c67029e1","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Refugees",NA
"617504da-d349-404643-a7a3a5-3d54c67029e1","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Migrants",NA
"617504da-d349-404643-a7a3a5-3d54c67029e1","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B.2: What is your nationality?",NA,NA
"0b96e271-5e6a-46484e-a6a2a5-4a1dc62b0598","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Refugees",NA
"0b96e271-5e6a-46484e-a6a2a5-4a1dc62b0598","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Migrants",NA
"0b96e271-5e6a-46484e-a6a2a5-4a1dc62b0598","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B.2: What is your nationality?",NA,NA
"9fd46be3-70dc-404546-b6b5bd-841d763bca0e","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Refugees",NA
"9fd46be3-70dc-404546-b6b5bd-841d763bca0e","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Migrants",NA
"9fd46be3-70dc-404546-b6b5bd-841d763bca0e","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B.2: What is your nationality?",NA,NA
"94dcfb18-8fc4-4a4c4e-868d8e-6c538a40ef27","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Refugees",NA
"94dcfb18-8fc4-4a4c4e-868d8e-6c538a40ef27","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Migrants",NA
"94dcfb18-8fc4-4a4c4e-868d8e-6c538a40ef27","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B.2: What is your nationality?",NA,NA
"c2a430b5-b1d2-464b47-bfbabd-0ed7815b26fa","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Refugees",NA
"c2a430b5-b1d2-464b47-bfbabd-0ed7815b26fa","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Migrants",NA
"c2a430b5-b1d2-464b47-bfbabd-0ed7815b26fa","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B.2: What is your nationality?",NA,NA
"86c0eb34-259a-44474b-959694-49a2610f5eb3","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Refugees",NA
"86c0eb34-259a-44474b-959694-49a2610f5eb3","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Migrants",NA
"86c0eb34-259a-44474b-959694-49a2610f5eb3","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B.2: What is your nationality?",NA,NA
"7c82e650-7e4a-424f45-8e8b88-47a6820f13b9","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Refugees",NA
"7c82e650-7e4a-424f45-8e8b88-47a6820f13b9","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Migrants",NA
"7c82e650-7e4a-424f45-8e8b88-47a6820f13b9","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B.2: What is your nationality?",NA,NA
"86490c72-ec9a-4e434d-8f898d-e859c32d6a41","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Refugees",NA
"86490c72-ec9a-4e434d-8f898d-e859c32d6a41","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Migrants",NA
"86490c72-ec9a-4e434d-8f898d-e859c32d6a41","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B.2: What is your nationality?",NA,NA
"9df35408-de30-4d4c46-a6a3a5-1520a6ce83b4","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Refugees",NA
"9df35408-de30-4d4c46-a6a3a5-1520a6ce83b4","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Migrants",NA
"9df35408-de30-4d4c46-a6a3a5-1520a6ce83b4","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B.2: What is your nationality?",NA,NA
"6143bedf-b20d-484b45-99969f-98d0f6417cb3","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Refugees",NA
"6143bedf-b20d-484b45-99969f-98d0f6417cb3","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Migrants",NA
"6143bedf-b20d-484b45-99969f-98d0f6417cb3","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B.2: What is your nationality?",NA,NA
"36b57a4f-7168-484043-8e808a-d86a04c5371b","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Refugees",NA
"36b57a4f-7168-484043-8e808a-d86a04c5371b","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Migrants",NA
"36b57a4f-7168-484043-8e808a-d86a04c5371b","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B.2: What is your nationality?",NA,NA
"403e56fa-fb4c-464845-a4a1ab-72f60a1354e9","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Refugees",NA
"403e56fa-fb4c-464845-a4a1ab-72f60a1354e9","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Migrants",NA
"403e56fa-fb4c-464845-a4a1ab-72f60a1354e9","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B.2: What is your nationality?",NA,NA
"923ad857-0ba9-4a404c-b6b7bc-29e16df80ab4","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Refugees",NA
"923ad857-0ba9-4a404c-b6b7bc-29e16df80ab4","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Migrants",NA
"923ad857-0ba9-4a404c-b6b7bc-29e16df80ab4","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B.2: What is your nationality?",NA,NA
"e9a12640-c60e-444249-999793-48ed7309a6b1","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Refugees",NA
"e9a12640-c60e-444249-999793-48ed7309a6b1","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","A.1: Household displacement status","Migrants",NA
"e9a12640-c60e-444249-999793-48ed7309a6b1","a1_2","governorate_pcode","district_pcode","Invalid combinatin between A1_Metadata (type of displacement) and B2_Demographics (nationality)","B.2: What is your nationality?",NA,NA
